I_BON_001	Beast Bone
W_DGR_3029	Timeshear +3
W_DGR_3030	Dynamo Dagger +3
W_ROD_3001	Faerie Staff +3
W_ROD_3002	Veronica's Staff +3
W_ROD_3003	Wizard's Staff +3
W_ROD_3004	Staff of Sentencing +3
W_ROD_3005	Shiverstick +3
W_ROD_3006	Staff of Divine Wrath +3
W_ROD_3007	Rab's Cane +3
W_ROD_3008	Watermaul Wand +3
W_ROD_3009	Lightning Staff +3
W_ROD_3010	Rod of Rapidity +3
W_ROD_3011	Tsunami Staff +3
W_ROD_3012	Magma Staff +3
W_ROD_3013	Staff of Antimagic +3
W_ROD_3014	Lightning Conductor +3
W_ROD_3015	Rune Staff +3
W_ROD_3016	Hieroglyph Staff +3
W_ROD_3017	Hocus Locus +3
W_ROD_3018	Staff of Resurrection +3
W_ROD_3019	Celestial Sceptre +3
W_ROD_3020	Spirit Staff +3
W_ROD_3021	Sage's Staff +3
W_ROD_3022	Siren's Staff +3
W_ROD_3023	NULL (rod 23 +3)
W_ROD_3024	Sacrosanct Staff +3
W_ROD_3025	Wyrmwand +3
W_ROD_3026	Supreme Sage's Staff +3
W_ROD_3027	NULL (rod 27 +3)
W_ROD_3028	NULL (rod 28 +3)
W_ROD_3029	Rod of Paradise +3
W_ROD_3030	Staff of Eternity +3
W_ROD_3031	Aurora Staff +3
W_ROD_3998	Godbird Sceptre +3
W_SPR_3001	Bronze Lance +3
W_SPR_3002	Iron Lance +3
W_SPR_3003	Battle Fork +3
W_SPR_3004	Steel Lance +3
W_SPR_3005	Jade's Glaive +3
W_SPR_3006	Trident +3
W_SPR_3007	Lightning Lance +3
W_SPR_3008	Platinum Lance +3
W_SPR_3009	Gracos's Trident +3
W_SPR_3010	Demon Spear +3
W_SPR_3011	Storm Spear +3
W_SPR_3012	Full Fathom Fork +3
W_SPR_3013	Paladin's Lance +3
W_SPR_3014	Metal Slime Spear +3
W_SPR_3015	NULL (spr 15 +3)
W_SPR_3016	Seraph's Spear +3
W_SPR_3017	NULL (spr 17 +3)
W_SPR_3018	Liquid Metal Spear +3
W_SPR_3019	NULL (spr 19 +3)
W_SPR_3020	Barbarous Pole +3
W_SPR_3021	Sacred Spear +3
W_SPR_3022	Heaven's Talon +3
W_SPR_3023	Metal King Spear +3
W_SPR_3024	Split-Pot Poker +3
W_STK_3001	Serena's Wand +3
W_STK_3002	Lamp Post +3
W_STK_3003	Posey Pole +3
W_STK_3004	Lolly Stick +3
W_STK_3005	Jolly Brolly +3
W_STK_3006	Wyvern Wand +3
W_STK_3007	Seraphic Sceptre +3
W_STK_3008	Spryggrasil +3
W_STK_3009	Glumbrella +3
W_STK_3010	Bonbon Baton +3
W_STK_3011	Red Dragon Rod +3
W_STK_3012	Seraph's Stick +3
W_STK_3013	Butterfly Baton +3
W_STK_3014	Glow Stick +3
W_STK_3015	Get-up-and-Glow Stick +3
W_STK_3016	Pixie Pole +3
W_STK_3017	Fantastick +3
W_STK_3018	Cane of Compassion +3
W_STK_3019	Sceptre of Time +3
W_STK_3020	Faerie King's Cane +3
W_STK_3021	NULL (stk 21 +3)
W_STK_3022	Naughty Stick +3
W_SWD_3001	Cobblestone Sword +3
W_SWD_3002	Copper Sword +3
W_SWD_3003	Soldier's Sword +3
W_SWD_3004	Bronze Sword +3
W_SWD_3005	Rapier +3
W_SWD_3006	Iron Broadsword +3
W_SWD_3007	Syvlando's Sword +3
W_SWD_3008	Cautery Sword +3
W_SWD_3009	Silver Rapier +3
W_SWD_3010	Steel Broadsword +3
W_SWD_3011	Bastard Sword +3
W_SWD_3012	Bandit Blade +3
W_SWD_3013	Falcon Blade +3
W_SWD_3014	Zombiesbane +3
W_SWD_3015	Platinum Sword +3
W_SWD_3016	Zombie Slayer +3
W_SWD_3017	Aurora Blade +3
W_SWD_3018	Fizzle Foil +3
W_SWD_3019	Dragonsbane +3
W_SWD_3020	Miracle Sword +3
W_SWD_3021	Fire Blade +3
W_SWD_3022	NULL (swd 22 +3)
W_SWD_3023	NULL (swd 23 +3)
W_SWD_3024	Metal Slime Sword +3
W_SWD_3025	NULL (swd 25 +3)
W_SWD_3026	Uber Miracle Sword +3
W_SWD_3027	Uber Falcon Blade +3
W_SWD_3028	Inferno Blade +3
W_SWD_3029	NULL (swd 29 +3)
W_SWD_3030	Dragon Slayer +3
W_SWD_3031	Liquid Metal Sword +3
W_SWD_3032	NULL (swd 32 +3)
W_SWD_3033	Thunderstorm Sword +3
W_SWD_3034	Thousand-Fold Katana +3
W_SWD_3035	Sword of Judgment +3
W_SWD_3036	NULL (swd 36 +3)
W_SWD_3037	Drustan's Sword +3
W_SWD_3038	Shamshir of Light +3
W_SWD_3039	Hell Sabre +3
W_SWD_3040	Metal King Sword +3
W_SWD_3041	Hypernova Sword +3
W_SWD_3042	Heliodorian Sword +3
W_SWD_3043	NULL (swd 43 +3)
W_SWD_3044	Supreme Sword of Light +3
W_SWD_3045	Cypress Stick +3
W_TSW_3001	Copper Chopper +3
W_TSW_3002	Broad Sword +3
W_TSW_3003	Cast-Iron Claymore +3
W_TSW_3004	Broader Sword +3
W_TSW_3005	Black Blade +3
W_TSW_3006	Carbon Steel Claymore +3
W_TSW_3007	Banishing Blade +3
W_TSW_3008	Razer-Wing +3
W_TSW_3009	Nightcleaver +3
W_TSW_3010	Platinum Powersword +3
W_TSW_3011	NULL (tsw 11 +3)
W_TSW_3012	Demonsbane +3
W_TSW_3013	Brimstone Blade +3
W_TSW_3014	Wyrmfang +3
W_TSW_3015	Metal Gooreatsword +3
W_TSW_3016	Lord's Sword +3
W_TSW_3017	Skysteed Sword +3
W_TSW_3018	Liquid Metal Gooreatsword +3
W_TSW_3019	Legate's Blade +3
W_TSW_3020	Berserker's Blade +3
W_TSW_3021	Brilliant Blade +3
W_TSW_3022	Metal King Gooreatsword +3
W_TSW_3023	Cobblestone Greatsword +3
W_TSW_3024	NULL (tsw 24 +3)
W_TSW_3025	NULL (tsw 25 +3)
W_WHP_3001	Thorn Whip +3
W_WHP_3002	Battle Whip +3
W_WHP_3003	Hypnowhip +3
W_WHP_3004	Rosewhip +3
W_WHP_3005	Beastly Bullwhip +3
W_WHP_3006	Scorpion Tail +3
W_WHP_3007	Dragontail Whip +3
W_WHP_3008	Demon Whip +3
W_WHP_3009	Queen's Whip +3
W_WHP_3010	Archdemon Whip +3
W_WHP_3011	Empress's Whip +3
W_WHP_3012	Beelzebarb +3
W_WHP_3013	NULL (whp 13 +3)
W_WHP_3014	Goddess Whip +3
W_WHP_3015	NULL (whp 15 +3)
W_WHP_3016	Triple-Tine Whip +3
W_WHP_3017	NULL (whp 17 +3)
W_WHP_3018	Malevolash +3
W_WHP_3019	Anchor of Rancour +3
W_WHP_3020	Hellbeast's Leash +3
W_WHP_3021	Uber Gringham Whip +3
E_SHI_3001	Pot Lid +3
E_SHI_3002	Leather Shield +3
E_SHI_3003	Scale Shield +3
E_SHI_3004	Silver Platter +3
E_SHI_3005	Gold Platter +3
E_SHI_3006	Light Shield +3
E_SHI_3007	Platinum Platter +3
E_SHI_3008	Magic Shield +3
E_SHI_3009	Flame Shield +3
E_SHI_3010	Enchanted Shield +3
E_SHI_3011	White Shield +3
E_SHI_3012	Metal Slime Shield +3
E_SHI_3013	Ice Shield +3
E_SHI_3014	Brain Drainer +3
E_SHI_3015	Ethereal Shield +3
E_SHI_3016	Silver Shield +3
E_SHI_3017	Liquid Metal Shield +3
E_SHI_3018	Psyche Swiper +3
E_SHI_3019	Devilry Drinker +3
E_SHI_3020	Erdwin's Shield +3
E_SHI_3021	Metal King Shield +3
E_SHI_3022	Soul Sucker +3
E_SHI_3998	Tempest Shield +3
E_LSH_3001	Bronze Shield +3
E_LSH_3002	Iron Shield +3
E_LSH_3003	Steel Shield +3
E_LSH_3004	Shield of Heliodor +3
E_LSH_3005	Platinum Shield +3
E_LSH_3006	Warrior's Shield +3
E_LSH_3007	Dragon Shield +3
E_LSH_3008	Dark Shield +3
E_LSH_3009	Saintess Shield +3
E_LSH_3010	Ogre Shield +3
E_LSH_3011	Ruinous Shield +3
E_LSH_3012	Goddess Shield +3
E_LSH_3013	Drustan's Shield +3
E_HAT_3001	Bandana +3
E_HAT_3002	Leather Hat +3
E_HAT_3003	Hairband +3
E_HAT_3004	Pointy Hat +3
E_HAT_3005	Turban +3
E_HAT_3006	Feathered Cap +3
E_HAT_3007	Bunny Ears +3
E_HAT_3008	Stone Hardhat +3
E_HAT_3009	Fur Hood +3
E_HAT_3010	Hermes' Hat +3
E_HAT_3011	Coral Hairpin +3
E_HAT_3012	Bronze Helmet +3
E_HAT_3013	Mercury's Bandana +3
E_HAT_3014	Silver Tiara +3
E_HAT_3015	Magical Hat +3
E_HAT_3016	Pirate's Hat +3
E_HAT_3017	Gold Circlet +3
E_HAT_3018	Thief's Turban +3
E_HAT_3019	Feather Headband +3
E_HAT_3020	Tricky Turban +3
E_HAT_3021	Hocus Hat +3
E_HAT_3022	Happy Hat +3
E_HAT_3023	Scholar's Cap +3
E_HAT_3024	Disturbin' Turban +3
E_HAT_3025	Malleable Mask +3
E_HAT_3026	Star Circlet +3
E_HAT_3027	Papillon Mask +3
E_HAT_3028	Swindler's Scarf +3
E_HAT_3029	Cat Hat +3
E_HAT_3030	NULL (hat 30 +3)
E_HAT_3031	NULL (hat 31 +3)
E_HAT_3032	Minister's Mitre +3
E_HAT_3033	Cavalier Hat +3
E_HAT_3034	Witch's Hat +3
E_HAT_3035	Golden Tiara +3
E_HAT_3036	Phantom Mask +3
E_HAT_3037	Freebooter's Bandana +3
E_HAT_3038	NULL (hat 38 +3)
E_HAT_3039	Stellar Starflower +3
E_HAT_3040	Dragon Bandana +3
E_HAT_3041	Spring Breeze Hat +3
E_HAT_3042	Summer Cloud Hat +3
E_HAT_3043	Autumn Shower Hat +3
E_HAT_3044	Winter Sky Hat +3
E_HAT_3045	Pirate King's Cap +3
E_HAT_3046	Swindler King's Scarf +3
E_HAT_3047	Crown of Eternity +3
E_HAT_3048	Tiara Tremenda +3
E_HAT_3049	NULL (hat 49 +3)
E_HAT_3050	Xenlon Hair Ring +3
E_HAT_3051	Serenica's Circlet +3
E_HAT_3052	Cute Cap +3
E_HAT_3053	Bonny Band +3
E_HAT_3054	Tiara Tremendisima +3
E_HAT_3055	NULL (hat 55 +3)
E_HAT_3056	Corsair's Cap +3
E_HAT_3057	NULL (hat 57 +3)
E_HAT_3058	NULL (hat 58 +3)
E_HAT_3301	NULL (hat 301 +3)
E_HAT_3999	Black Cat Hat +3
E_HEL_3001	Iron Helmet +3
E_HEL_3002	NULL (hel 2 +3)
E_HEL_3003	Iron Mask +3
E_HEL_3004	Steel Helmet +3
E_HEL_3005	Warrior's Helm +3
E_HEL_3006	NULL (hel 6 +3)
E_HEL_3007	Platinum Headgear +3
E_HEL_3008	Iron Headgear +3
E_HEL_3009	Hades' Helm +3
E_HEL_3010	Mythril Helm +3
E_HEL_3011	Thinking Cap +3
E_HEL_3012	Raging Bull Helm +3
E_HEL_3013	Great Helm +3
E_HEL_3014	Metal Slime Helm +3
E_HEL_3015	Drasilian Helm +3
E_HEL_3016	Goddess's Tiara +3
E_HEL_3017	Warrior Princess's Headdress +3
E_HEL_3018	Crown of Dundrasil +3
E_HEL_3019	Skull Helm +3
E_HEL_3020	Liquid Metal Helm +3
E_HEL_3021	NULL (hel 21 +3)
E_HEL_3022	Metal King Helm +3
E_HEL_3023	Heavenly Helm +3
E_HEL_3024	Erdwin's Coronet +3
E_HEL_3025	Irwin's Helm +3
E_HEL_3026	Sacred Circlet +3
E_HEL_3027	Minerva's Tiara +3
E_HEL_3028	Sun Crown +3
E_HEL_3029	Yggdrasil Crown +3
E_HEL_3030	Drustan's Helm +3
E_HEL_3031	Apollo's Crown +3
E_CLO_3001	NULL (clo 1 +3)
E_CLO_3002	NULL (clo 2 +3)
E_CLO_3003	NULL (clo 3 +3)
E_CLO_3004	NULL (clo 4 +3)
E_CLO_3005	NULL (clo 5 +3)
E_CLO_3006	NULL (clo 6 +3)
E_CLO_3007	NULL (clo 7 +3)
E_CLO_3008	NULL (clo 8 +3)
E_CLO_3009	NULL (clo 9 +3)
E_CLO_3010	NULL (clo 10 +3)
E_CLO_3011	NULL (clo 11 +3)
E_CLO_3012	NULL (clo 12 +3)
E_CLO_3013	NULL (clo 13 +3)
E_CLO_3014	NULL (clo 14 +3)
E_CLO_3015	NULL (clo 15 +3)
E_CLO_3016	NULL (clo 16 +3)
E_CLO_3017	NULL (clo 17 +3)
E_CLO_3018	NULL (clo 18 +3)
E_CLO_3019	NULL (clo 19 +3)
E_CLO_3020	NULL (clo 20 +3)
E_CLO_3021	NULL (clo 21 +3)
E_CLO_3022	NULL (clo 22 +3)
E_CLO_3023	NULL (clo 23 +3)
E_CLO_3024	NULL (clo 24 +3)
E_CLO_3025	NULL (clo 25 +3)
E_CLO_3026	NULL (clo 26 +3)
E_CLO_3027	NULL (clo 27 +3)
E_CLO_3028	NULL (clo 28 +3)
E_CLO_3029	NULL (clo 29 +3)
E_CLO_3030	NULL (clo 30 +3)
E_CLO_3031	NULL (clo 31 +3)
E_CLO_3032	NULL (clo 32 +3)
E_CLO_3033	NULL (clo 33 +3)
E_CLO_3034	NULL (clo 34 +3)
E_CLO_3035	NULL (clo 35 +3)
E_CLO_3036	NULL (clo 36 +3)
E_CLO_3037	NULL (clo 37 +3)
E_CLO_3038	NULL (clo 38 +3)
E_CLO_3039	NULL (clo 39 +3)
E_CLO_3040	NULL (clo 40 +3)
E_CLO_3041	NULL (clo 41 +3)
E_CLO_3042	NULL (clo 42 +3)
E_CLO_3043	NULL (clo 43 +3)
E_CLO_3044	NULL (clo 44 +3)
E_CLO_3045	NULL (clo 45 +3)
E_CLO_3046	NULL (clo 46 +3)
E_CLO_3047	NULL (clo 47 +3)
E_CLO_3048	NULL (clo 48 +3)
E_CLO_3049	NULL (clo 49 +3)
E_CLO_3050	NULL (clo 50 +3)
E_CLO_3051	NULL (clo 51 +3)
E_CLO_3052	NULL (clo 52 +3)
E_CLO_3053	NULL (clo 53 +3)
E_CLO_3054	NULL (clo 54 +3)
E_CLO_3055	NULL (clo 55 +3)
E_CLO_3056	NULL (clo 56 +3)
E_CLO_3057	NULL (clo 57 +3)
E_CLO_3058	NULL (clo 58 +3)
E_CLO_3059	NULL (clo 59 +3)
E_CLO_3060	NULL (clo 60 +3)
E_CLO_3061	NULL (clo 61 +3)
E_CLO_3062	NULL (clo 62 +3)
E_CLO_3063	NULL (clo 63 +3)
E_CLO_3064	NULL (clo 64 +3)
E_CLO_3065	NULL (clo 65 +3)
E_CLO_3066	NULL (clo 66 +3)
E_CLO_3067	NULL (clo 67 +3)
E_CLO_3068	NULL (clo 68 +3)
E_CLO_3069	NULL (clo 69 +3)
E_CLO_3070	NULL (clo 70 +3)
E_CLO_3071	NULL (clo 71 +3)
E_CLO_3072	NULL (clo 72 +3)
E_CLO_3073	NULL (clo 73 +3)
E_CLO_3301	NULL (clo 301 +3)
E_CLO_3302	NULL (clo 302 +3)
E_CLO_3303	NULL (clo 303 +3)
E_CLO_3304	NULL (clo 304 +3)
E_CLO_3305	NULL (clo 305 +3)
E_CLO_3306	NULL (clo 306 +3)
E_CLO_3307	NULL (clo 307 +3)
E_CLO_3995	NULL (clo 995 +3)
E_CLO_3996	NULL (clo 996 +3)
E_CLO_3997	NULL (clo 997 +3)
E_CLO_3998	NULL (clo 998 +3)
E_ARM_3001	NULL (arm 1 +3)
E_ARM_3002	NULL (arm 2 +3)
E_ARM_3003	NULL (arm 3 +3)
E_ARM_3004	NULL (arm 4 +3)
E_ARM_3005	NULL (arm 5 +3)
E_ARM_3006	NULL (arm 6 +3)
E_ARM_3007	NULL (arm 7 +3)
E_ARM_3008	NULL (arm 8 +3)
E_ARM_3009	NULL (arm 9 +3)
E_ARM_3010	NULL (arm 10 +3)
E_ARM_3011	NULL (arm 11 +3)
E_ARM_3012	NULL (arm 12 +3)
E_ARM_3013	NULL (arm 13 +3)
E_ARM_3014	NULL (arm 14 +3)
E_ARM_3015	NULL (arm 15 +3)
E_ARM_3016	NULL (arm 16 +3)
E_ARM_3017	NULL (arm 17 +3)
E_ARM_3018	NULL (arm 18 +3)
E_ARM_3019	NULL (arm 19 +3)
E_ARM_3020	NULL (arm 20 +3)
E_ARM_3021	NULL (arm 21 +3)
E_ARM_3022	NULL (arm 22 +3)
E_ARM_3023	NULL (arm 23 +3)
E_ARM_3024	NULL (arm 24 +3)
E_ARM_3025	NULL (arm 25 +3)
E_ARM_3026	NULL (arm 26 +3)
E_ARM_3027	NULL (arm 27 +3)
E_ARM_3028	NULL (arm 28 +3)
E_ARM_3029	NULL (arm 29 +3)
E_ARM_3030	NULL (arm 30 +3)
E_ARM_3301	NULL (arm 301 +3)
E_ARM_3302	NULL (arm 302 +3)
E_ARM_3303	NULL (arm 303 +3)
E_ARM_3998	NULL (arm 998 +3)
E_ROB_3001	NULL (rob 1 +3)
E_ROB_3002	NULL (rob 2 +3)
E_ROB_3003	NULL (rob 3 +3)
E_ROB_3004	NULL (rob 4 +3)
E_ROB_3005	NULL (rob 5 +3)
E_ROB_3006	NULL (rob 6 +3)
E_ROB_3007	NULL (rob 7 +3)
E_ROB_3008	NULL (rob 8 +3)
E_ROB_3009	NULL (rob 9 +3)
E_ROB_3010	NULL (rob 10 +3)
E_ROB_3011	NULL (rob 11 +3)
E_ROB_3012	NULL (rob 12 +3)
E_ROB_3013	NULL (rob 13 +3)
E_ROB_3014	NULL (rob 14 +3)
E_ROB_3015	NULL (rob 15 +3)
E_ROB_3016	NULL (rob 16 +3)
E_ROB_3017	NULL (rob 17 +3)
E_ROB_3018	NULL (rob 18 +3)
E_ROB_3019	NULL (rob 19 +3)
E_ROB_3020	NULL (rob 20 +3)
E_ROB_3021	NULL (rob 21 +3)
E_ROB_3022	NULL (rob 22 +3)
E_ROB_3023	NULL (rob 23 +3)
E_ROB_3024	NULL (rob 24 +3)
E_ROB_3301	NULL (rob 301 +3)
E_ROB_3302	NULL (rob 302 +3)
A_FAC_3001	Slime Earrings +3
A_FAC_3002	Safety Goggles +3
A_FAC_3003	Asbestos Earrings +3
A_FAC_3004	Anti-Freeze Earrings +3
A_FAC_3005	Rubber Earrings +3
A_FAC_3006	Aerofoil Earrings +3
A_FAC_3007	Concrete Earrings +3
A_FAC_3008	Mirror Earrings +3
A_FAC_3009	Cinderblock Earrings +3
A_FAC_3010	All-Weather Earrings +3
A_FAC_3011	Blackout Earrings +3
A_FAC_3012	Scholar's Specs +3
A_NEC_3001	Wings of Serendipity +3
A_NEC_3002	Gold Rosary +3
A_NEC_3003	NULL (nec 3 +3)
A_NEC_3004	Necklace of Immunity +3
A_NEC_3005	Full Moon Collar +3
A_NEC_3006	Rousing Rose Collar +3
A_NEC_3007	Star of Clarity +3
A_NEC_3008	Care Riviere +3
A_NEC_3009	Torc of Truth +3
A_NEC_3010	Protective Pendant +3
A_NEC_3011	Choker of Riddannce +3
A_NEC_3012	Gold Chain +3
A_NEC_3013	Token of Fealty +3
A_NEC_3014	Dogged Collar +3
A_NEC_3015	Bow Tie +3
A_NEC_3016	Papillon Pendant +3
A_NEC_3017	Pirate King's Pendant +3
A_NEC_3998	Rainbow Drop +3
A_ARM_3001	Gold Bracer +3
A_ARM_3002	Life Bracer +3
A_ARM_3003	Wristorative +3
A_ARM_3004	Mighty Armlet +3
A_ARM_3005	Spirit Bracer +3
A_ARM_3006	Brainy Bracer +3
A_ARM_3007	Meteorite Bracer +3
A_HAN_3001	Robber Gloves +3
A_HAN_3002	Mayoress's Mittens +3
A_HAN_3003	Gloomy Gloves +3
A_HAN_3004	NULL (han 4 +3)
A_HAN_3005	Murky Mittens +3
A_HAN_3006	Brigand's Mitts +3
A_HAN_3007	Guru's Gloves +3
A_HAN_3008	Marquess's Mittens +3
A_HAN_3009	Freebooter's Gloves +3
A_HAN_3010	Enchantress's Gloves +3
A_HAN_3011	Minister's Mitts +3
A_HAN_3012	Monarch's Mittens +3
A_FIN_3001	Circle of Serendipity +3
A_FIN_3002	Strength Ring +3
A_FIN_3003	Pink Pearl Ring +3
A_FIN_3004	Prayer Ring +3
A_FIN_3005	Care Ring +3
A_FIN_3006	Ring of Riddance +3
A_FIN_3007	Gold Ring +3
A_FIN_3008	Ring of Immunity +3
A_FIN_3009	Ring of Truth +3
A_FIN_3010	Full Moon Ring +3
A_FIN_3011	Rousing Ring +3
A_FIN_3012	Ring of Clarity +3
A_FIN_3013	Sorcerer's Ring +3
A_FIN_3014	Agility Ring +3
A_FIN_3015	Skull Ring +3
A_FIN_3016	Life Ring +3
A_FIN_3017	Catholicon Ring +3
A_FIN_3018	Goddess Ring +3
A_FOO_3001	Fishnet Stockings +3
A_SHO_3001	Springheal Boots +3
A_SHO_3002	Caligae of Clarity +3
A_SHO_3003	Angel's Sandals +3
A_SHO_3004	Archangel's Boots +3
A_SHO_3005	General's Jackboots +3
A_SHO_3006	Field Marshal's Footwear +3
A_SHO_3998	Elevating Shoes +3
A_OTH_3001	NULL (oth 1 +3)
A_OTH_3002	Bunny Tail +3
A_OTH_3003	Dragon Scale +3
A_OTH_3004	Garter +3
A_OTH_3005	Tough Guy Tattoo +3
A_OTH_3006	Utility Belt +3
A_OTH_3007	Rosary +3
A_OTH_3008	Bling-Bling Belt +3
A_OTH_3009	Titan Belt +3
A_OTH_3010	Sorcerer's Stone +3
A_OTH_3011	Holy Talisman +3
A_OTH_3012	Devil's Tail +3
A_OTH_3013	Ruby of Protection +3
A_OTH_3014	Earthwyrm's Eye +3
A_OTH_3015	Lucky Dragon's Wing +3
A_OTH_3016	Sovereign Seal +3
A_OTH_3017	Venus' Tear +3
A_OTH_3018	Monarchic Mark +3
A_OTH_3019	Elfin Charm +3
A_OTH_3020	NULL (oth 20 +3)
A_OTH_3021	NULL (oth 21 +3)
A_OTH_3022	Natty Cravat +3
A_OTH_3023	Suave Scarf +3
A_OTH_3024	NULL (oth 24 +3)
A_OTH_3025	Ogler's Digest +3
A_OTH_3026	Ring of Changes +3
A_OTH_3027	Healer +3
A_OTH_3028	Supplicant +3
A_OTH_3029	Assassin +3
A_OTH_3030	Mystic +3
A_OTH_3031	Vanguard +3
A_OTH_3032	Shield-Bearer +3
A_OTH_3033	Warlock +3
A_OTH_3034	Trickster +3
A_OTH_3035	Traveller's Hood +3
A_OTH_3036	Belle's Bow +3
I_S_001	Red Orb
I_S_002	Yellow Orb
I_S_003	Silver Orb
I_S_004	Green Orb
I_S_005	Purple Orb
I_S_006	Blue Orb
I_S_007	Rainbough
I_S_008	Magic Key
I_S_009	Ultimate Key
I_S_010	Sewer Key
I_S_011	Mountain Gate Key
I_S_012	Golden Globule
I_S_013	Proper Pepper
I_S_014	Fun-Size Forge
I_S_015	MMA Draw Number
I_S_016	Martial Arts Mask
I_S_017	Precious Pendant
I_S_018	Forged Love Letter
I_S_019	Queen's Final Letter
I_S_020	Chalky's Letter
I_S_021	Keystone
I_S_022	Gallopolis Pass
I_S_023	Sultan's Letter
I_S_024	Crackshot Crossbow
I_S_025	Birdsong Nectar
I_S_026	Memory Box
I_S_027	Album De Medailles
I_S_028	Carved Figure
I_S_029	Lorelei's Harp
I_S_030	Lovers' Veil
I_S_031	Witch's Grimoire
I_S_032	Snaerose
I_S_033	Crucible Key
I_S_034	Calamus Flute
I_S_035	Forging Hammer
I_S_036	Guiding Light
I_S_037	Wheel of Time
I_S_038	Scruffy Urchin
I_S_039	Red Kale
I_S_040	Diplome De L'Academie
I_S_041	Dulcet Dulse
I_S_042	Kanaloamari
I_S_043	Lantern Shard
I_S_044	Map of Erdrea
I_S_045	Lumen Essence
I_S_046	NULL (story 46)
I_S_047	Sea Queen's Conch
I_S_048	Hakim's Letter
I_S_049	Akia's Letter (1)
I_S_050	NULL (story 50)
I_S_051	Important Letter
I_S_052	Kanono Cannon
I_S_053	Sealicitor's Statutes
I_S_054	Type G0 Sprocket
I_S_055	Divine Dew
I_S_056	Hotto Stuff
I_S_057	Pepper Tree Branch
I_S_058	Crystal Lily
I_S_059	Erdwin's Bracelet
I_S_060	Rainbow Rock Salt
I_S_061	Luter's Opus
I_S_062	Akia's Letter (2)
I_S_063	Harmonicrystal
I_S_064	Floral Coral
I_S_065	Rainproof Rayon
I_S_066	Fiery Brimstone
I_S_067	Desert Rose
I_S_068	Mellow Vera
I_S_069	Wishteria Seeds
I_S_070	Pungent Perfume
I_S_071	Mark of Xero
I_S_072	NULL (story 72)
I_S_073	Princess's Pledge
I_S_074	Choker
I_S_075	Tombola Ticket
I_S_076	Horse Hailer
I_S_077	Baumren's Bell
I_S_078	Sands of Lost Time
I_S_079	Golden Reins
I_S_080	Hideout Key
I_S_501	Defuddle drops
I_S_502	Revealtree Branch
I_S_503	Stone-Cold Cold Killer
I_S_504	Bodura grass
I_S_505	The Bunny Girl's Bible
I_S_506	Golden Mane
I_S_507	Bianca's Ribbon
I_S_508	Girl's Own Annual
I_S_509	The Champion's Code
I_S_510	Look, No Pants
I_S_511	Guns 'n' Buns
I_S_512	To Be a King
I_S_513	Lyre of Ire
I_S_514	Zoomstone
I_S_515	Fygg
I_S_999	Golden Pickaxe
