I_BON_001	けもののホネ
W_SWD_0031	はぐれメタルの剣
W_SWD_0032	すいせいのつるぎ
W_SWD_0033	ライトニングソード
W_SWD_0034	名刀斬鉄丸
W_SWD_0035	天命のつるぎ
W_SWD_0036	勇者のつるぎ・真
W_SWD_0037	英雄王の剣
W_SWD_0038	ライトシャムシール
W_SWD_0039	じごくのサーベル
W_SWD_0040	メタルキングの剣
W_SWD_0041	ぎんがのつるぎ
W_SWD_0042	デルカダールの剣
W_SWD_0043	王者の剣
W_SWD_0044	勇者のつるぎ・改
W_SWD_0045	ひのきのぼう
W_SWD_1001	イシのつるぎ＋１
W_SWD_1002	どうのつるぎ＋１
W_SWD_1003	兵士の剣＋１
W_SWD_1004	せいどうのつるぎ＋１
W_SWD_1005	レイピア＋１
W_SWD_1006	てつのつるぎ＋１
W_SWD_1007	シルビアの剣＋１
W_SWD_1008	はじゃのつるぎ＋１
W_SWD_1009	ぎんのレイピア＋１
W_SWD_1010	はがねのつるぎ＋１
W_SWD_1011	バスターソード＋１
W_SWD_1012	さんぞくのサーベル＋１
W_SWD_1013	はやぶさの剣＋１
W_SWD_1014	ソンビキラー＋１
W_SWD_1015	プラチナソード＋１
W_SWD_1016	ゾンビバスター＋１
W_SWD_1017	ひかりのつるぎ＋１
W_SWD_1018	まけんしのレイピア＋１
W_SWD_1019	ドラゴンキラー＋１
W_SWD_1020	きせきのつるぎ＋１
W_SWD_1021	ほのおのつるぎ＋１
W_SWD_1024	メタスラの剣＋１
W_SWD_1026	きせきのつるぎ・改＋１
W_SWD_1027	はやぶさの剣・改＋１
W_SWD_1028	インフェルノソード＋１
W_SWD_1030	ドラゴンスレイヤー＋１
W_SWD_1031	はぐれメタルの剣＋１
W_SWD_1033	ライトニングソード＋１
W_SWD_1034	名刀斬鉄丸＋１
W_SWD_1035	天命のつるぎ＋１
W_SWD_1037	英雄王の剣＋１
W_SWD_1038	ライトシャムシール＋１
W_SWD_1039	じごくのサーベル＋１
W_SWD_1040	メタルキングの剣＋１
W_SWD_1041	ぎんがのつるぎ＋１
W_SWD_1042	デルカダールの剣＋１
W_SWD_1044	勇者のつるぎ・改＋１
W_SWD_1045	ひのきのぼう＋１
W_SWD_2001	イシのつるぎ＋２
W_SWD_2002	どうのつるぎ＋２
W_SWD_2003	兵士の剣＋２
W_SWD_2004	せいどうのつるぎ＋２
W_SWD_2005	レイピア＋２
W_SWD_2006	てつのつるぎ＋２
W_SWD_2007	シルビアの剣＋２
W_SWD_2008	はじゃのつるぎ＋２
W_SWD_2009	ぎんのレイピア＋２
W_SWD_2010	はがねのつるぎ＋２
W_SWD_2011	バスターソード＋２
W_SWD_2012	さんぞくのサーベル＋２
W_SWD_2013	はやぶさの剣＋２
W_SWD_2014	ソンビキラー＋２
W_SWD_2015	プラチナソード＋２
W_SWD_2016	ゾンビバスター＋２
W_SWD_2017	ひかりのつるぎ＋２
W_SWD_2018	まけんしのレイピア＋２
W_SWD_2019	ドラゴンキラー＋２
W_SWD_2020	きせきのつるぎ＋２
W_SWD_2021	ほのおのつるぎ＋２
W_SWD_2024	メタスラの剣＋２
W_SWD_2026	きせきのつるぎ・改＋２
W_SWD_2027	はやぶさの剣・改＋２
W_SWD_2028	インフェルノソード＋２
W_SWD_2030	ドラゴンスレイヤー＋２
W_SWD_2031	はぐれメタルの剣＋２
W_SWD_2033	ライトニングソード＋２
W_SWD_2034	名刀斬鉄丸＋２
W_SWD_2035	天命のつるぎ＋２
W_SWD_2037	英雄王の剣＋２
W_SWD_2038	ライトシャムシール＋２
W_SWD_2039	じごくのサーベル＋２
W_SWD_2040	メタルキングの剣＋２
W_SWD_2041	ぎんがのつるぎ＋２
W_SWD_2042	デルカダールの剣＋２
W_SWD_2044	勇者のつるぎ・改＋２
W_SWD_2045	ひのきのぼう＋２
W_SWD_3001	イシのつるぎ＋３
W_SWD_3002	どうのつるぎ＋３
W_SWD_3003	兵士の剣＋３
W_SWD_3004	せいどうのつるぎ＋３
W_SWD_3005	レイピア＋３
W_SWD_3006	てつのつるぎ＋３
W_SWD_3007	シルビアの剣＋３
W_SWD_3008	はじゃのつるぎ＋３
W_SWD_3009	ぎんのレイピア＋３
W_SWD_3010	はがねのつるぎ＋３
W_SWD_3011	バスターソード＋３
W_SWD_3012	さんぞくのサーベル＋３
W_SWD_3013	はやぶさの剣＋３
W_SWD_3014	ソンビキラー＋３
W_SWD_3015	プラチナソード＋３
W_SWD_3016	ゾンビバスター＋３
W_SWD_3017	ひかりのつるぎ＋３
W_SWD_3018	まけんしのレイピア＋３
W_SWD_3019	ドラゴンキラー＋３
W_SWD_3020	きせきのつるぎ＋３
W_SWD_3021	ほのおのつるぎ＋３
W_SWD_3024	メタスラの剣＋３
W_SWD_3026	きせきのつるぎ・改＋３
W_SWD_3027	はやぶさの剣・改＋３
W_SWD_3028	インフェルノソード＋３
W_SWD_3030	ドラゴンスレイヤー＋３
W_SWD_3031	はぐれメタルの剣＋３
W_SWD_3033	ライトニングソード＋３
W_SWD_3034	名刀斬鉄丸＋３
W_SWD_3035	天命のつるぎ＋３
W_SWD_3037	英雄王の剣＋３
W_SWD_3038	ライトシャムシール＋３
W_SWD_3039	じごくのサーベル＋３
W_SWD_3040	メタルキングの剣＋３
W_SWD_3041	ぎんがのつるぎ＋３
W_SWD_3042	デルカダールの剣＋３
W_SWD_3044	勇者のつるぎ・改＋３
W_SWD_3045	ひのきのぼう＋３
W_TSW_0001	どうの大剣
W_TSW_0002	ビッグブレード
W_TSW_0003	てつの大剣
W_TSW_0004	ビッグブレードⅡ
W_TSW_0005	シャドウエッジ
W_TSW_0006	はがねの大剣
W_TSW_0007	退魔の太刀
W_TSW_0008	クレセントエッジ
W_TSW_0009	斬夜の太刀
W_TSW_0010	プラチナブレード
W_TSW_0011	グレイグの大剣
W_TSW_0012	デーモンバスター
W_TSW_0013	大獄剣
W_TSW_0014	ドラゴンバスター
W_TSW_0015	メタスラの大剣
W_TSW_0016	キングブレード
W_TSW_0017	天魔の大剣
W_TSW_0018	はぐれメタルの大剣
W_TSW_0019	エンパイアブレード
W_TSW_0020	ケイオスブレード
W_TSW_0021	ひかりの大剣
W_TSW_0022	メタルキングの大剣
W_TSW_0023	イシの大剣
W_TSW_0024	魔王の剣
W_TSW_0025	魔王の剣
W_TSW_1001	どうの大剣＋１
W_TSW_1002	ビッグブレード＋１
W_TSW_1003	てつの大剣＋１
W_TSW_1004	ビッグブレードⅡ＋１
W_TSW_1005	シャドウエッジ＋１
W_TSW_1006	はがねの大剣＋１
W_TSW_1007	退魔の太刀＋１
W_TSW_1008	クレセントエッジ＋１
W_TSW_1009	斬夜の太刀＋１
W_TSW_1010	プラチナブレード＋１
W_TSW_1011	グレイグの大剣＋１
W_TSW_1012	デーモンバスター＋１
W_TSW_1013	大獄剣＋１
W_TSW_1014	ドラゴンバスター＋１
W_TSW_1015	メタスラの大剣＋１
W_TSW_1016	キングブレード＋１
W_TSW_1017	天魔の大剣＋１
W_TSW_1018	はぐれメタルの大剣＋１
W_TSW_1019	エンパイアブレード＋１
W_TSW_1020	ケイオスブレード＋１
W_TSW_1021	ひかりの大剣＋１
W_TSW_1022	メタルキングの大剣＋１
W_TSW_1023	イシの大剣＋１
W_TSW_2001	どうの大剣＋２
W_TSW_2002	ビッグブレード＋２
W_TSW_2003	てつの大剣＋２
W_TSW_2004	ビッグブレードⅡ＋２
W_TSW_2005	シャドウエッジ＋２
W_TSW_2006	はがねの大剣＋２
W_TSW_2007	退魔の太刀＋２
W_TSW_2008	クレセントエッジ＋２
W_TSW_2009	斬夜の太刀＋２
W_TSW_2010	プラチナブレード＋２
W_TSW_2011	グレイグの大剣＋２
W_TSW_2012	デーモンバスター＋２
W_TSW_2013	大獄剣＋２
W_TSW_2014	ドラゴンバスター＋２
W_TSW_2015	メタスラの大剣＋２
W_TSW_2016	キングブレード＋２
W_TSW_2017	天魔の大剣＋２
W_TSW_2018	はぐれメタルの大剣＋２
W_TSW_2019	エンパイアブレード＋２
W_TSW_2020	ケイオスブレード＋２
W_TSW_2021	ひかりの大剣＋２
W_TSW_2022	メタルキングの大剣＋２
W_TSW_2023	イシの大剣＋２
W_TSW_3001	どうの大剣＋３
W_TSW_3002	ビッグブレード＋３
W_TSW_3003	てつの大剣＋３
W_TSW_3004	ビッグブレードⅡ＋３
W_TSW_3005	シャドウエッジ＋３
W_TSW_3006	はがねの大剣＋３
W_TSW_3007	退魔の太刀＋３
W_TSW_3008	クレセントエッジ＋３
W_TSW_3009	斬夜の太刀＋３
W_TSW_3010	プラチナブレード＋３
W_TSW_3011	グレイグの大剣＋３
W_TSW_3012	デーモンバスター＋３
W_TSW_3013	大獄剣＋３
W_TSW_3014	ドラゴンバスター＋３
W_TSW_3015	メタスラの大剣＋３
W_TSW_3016	キングブレード＋３
W_TSW_3017	天魔の大剣＋３
W_TSW_3018	はぐれメタルの大剣＋３
W_TSW_3019	エンパイアブレード＋３
W_TSW_3020	ケイオスブレード＋３
W_TSW_3021	ひかりの大剣＋３
W_TSW_3022	メタルキングの大剣＋３
W_TSW_3023	イシの大剣＋３
W_WHP_0001	いばらのムチ
W_WHP_0002	バトルリボン
W_WHP_0003	みわくのリボン
W_WHP_0004	ローズウィップ
W_WHP_0005	ビーストウィップ
W_WHP_0006	スコーピオンテイル
W_WHP_0007	ドラゴンテイル
W_WHP_0008	あくまのムチ
W_WHP_0009	女王のムチ
W_WHP_0010	だいあくまのムチ
W_WHP_0011	女帝のムチ
W_WHP_0012	魔神のムチ
W_WHP_0013	グリンガムのムチ
W_WHP_0014	女神のムチ
W_WHP_0015	続グリンガムのムチ
W_WHP_0016	トライデントテイル
W_WHP_0017	真グリンガムのムチ
W_WHP_0018	フリーズウィップ
W_WHP_0019	ヴォイドアンカー
W_WHP_0020	グレイプニルのムチ
W_WHP_0021	超グリンガムのムチ
W_WHP_1001	いばらのムチ＋１
W_WHP_1002	バトルリボン＋１
W_WHP_1003	みわくのリボン＋１
W_WHP_1004	ローズウィップ＋１
W_WHP_1005	ビーストウィップ＋１
W_WHP_1006	スコーピオンテイル＋１
W_WHP_1007	ドラゴンテイル＋１
W_WHP_1008	あくまのムチ＋１
W_WHP_1009	女王のムチ＋１
W_WHP_1010	だいあくまのムチ＋１
W_WHP_1011	女帝のムチ＋１
W_WHP_1012	魔神のムチ＋１
W_WHP_1014	女神のムチ＋１
W_WHP_1016	トライデントテイル＋１
W_WHP_1018	フリーズウィップ＋１
W_WHP_1019	ヴォイドアンカー＋１
W_WHP_1020	グレイプニルのムチ＋１
W_WHP_1021	超グリンガムのムチ＋１
W_WHP_2001	いばらのムチ＋２
W_WHP_2002	バトルリボン＋２
W_WHP_2003	みわくのリボン＋２
W_WHP_2004	ローズウィップ＋２
W_WHP_2005	ビーストウィップ＋２
W_WHP_2006	スコーピオンテイル＋２
W_WHP_2007	ドラゴンテイル＋２
W_WHP_2008	あくまのムチ＋２
W_WHP_2009	女王のムチ＋２
W_WHP_2010	だいあくまのムチ＋２
W_WHP_2011	女帝のムチ＋２
W_WHP_2012	魔神のムチ＋２
W_WHP_2014	女神のムチ＋２
W_WHP_2016	トライデントテイル＋２
W_WHP_2018	フリーズウィップ＋２
W_WHP_2019	ヴォイドアンカー＋２
W_WHP_2020	グレイプニルのムチ＋２
W_WHP_2021	超グリンガムのムチ＋２
W_WHP_3001	いばらのムチ＋３
W_WHP_3002	バトルリボン＋３
W_WHP_3003	みわくのリボン＋３
W_WHP_3004	ローズウィップ＋３
W_WHP_3005	ビーストウィップ＋３
W_WHP_3006	スコーピオンテイル＋３
W_WHP_3007	ドラゴンテイル＋３
W_WHP_3008	あくまのムチ＋３
W_WHP_3009	女王のムチ＋３
W_WHP_3010	だいあくまのムチ＋３
W_WHP_3011	女帝のムチ＋３
W_WHP_3012	魔神のムチ＋３
W_WHP_3014	女神のムチ＋３
W_WHP_3016	トライデントテイル＋３
W_WHP_3018	フリーズウィップ＋３
W_WHP_3019	ヴォイドアンカー＋３
W_WHP_3020	グレイプニルのムチ＋３
W_WHP_3021	超グリンガムのムチ＋３
