I_BON_001	beast bone
E_ROB_3013	emperor's attire +3
E_ROB_3014	empress's robe +3
E_ROB_3015	warrior'princess's dress +3
E_ROB_3016	angel's robe +3
E_ROB_3017	crimson robe +3
E_ROB_3018	flowing dress +3
E_ROB_3019	dark robe +3
E_ROB_3020	dragon robe +3
E_ROB_3021	seraph's robe +3
E_ROB_3022	gown of eternity +3
E_ROB_3023	minerva's raiment +3
E_ROB_3024	princess's robe +3
A_FAC_3001	slime earrings +3
A_FAC_3002	safty goggles +3
A_FAC_3003	asbestos earrings +3
A_FAC_3004	antifreeze earrings +3
A_FAC_3005	rubber earrings +3
A_FAC_3006	aerofoil earrings +3
A_FAC_3007	concrete earrings +3
A_FAC_3008	mirror earrings +3
A_FAC_3009	cinderblock earrings +3
A_FAC_3010	all-weather earrings +3
A_FAC_3011	blackout earrings +3
A_FAC_3012	scholar's specs +3
A_NEC_3001	wings of serendipty +3
A_NEC_3002	gold rosary +3
A_NEC_3003	null +3
A_NEC_3004	necklace of immunity +3
A_NEC_3005	full moon colar +3
A_NEC_3006	rousing rose collar +3
A_NEC_3007	star of clarity +3
A_NEC_3008	care riviere +3
A_NEC_3009	torc of truth +3
A_NEC_3010	protective pendant +3
A_NEC_3011	choker of riddance +3
A_NEC_3012	gold chain +3
A_NEC_3013	token of fealty +3
A_NEC_3014	dogged colar +3
A_NEC_3015	bow tie +3
A_NEC_3016	papillon pendant +3
A_NEC_3017	pirate king's pendant +3
A_ARM_3001	gold bracer +3
A_ARM_3002	life bracer +3
A_ARM_3003	wristorative +3
A_ARM_3004	mighty armlet +3
A_ARM_3005	spirit bracer +3
A_ARM_3006	brainy bracer +3
A_ARM_3007	meteorite bracer +3
A_HAN_3001	robber's gloves +3
A_HAN_3002	mayoress's mittens +3
A_HAN_3003	gloomy gloves +3
A_HAN_3004	null +3
A_HAN_3005	murky mittens +3
A_HAN_3006	brigand's mitts +3
A_HAN_3007	guru's gloves +3
A_HAN_3008	marquess's mittens +3
A_HAN_3009	freebooter's gloves +3
A_HAN_3010	enchantress's gloves +3
A_HAN_3011	minister's mitts +3
A_HAN_3012	monarch's mittens +3
A_FIN_3001	circle of serendipity +3
A_FIN_3002	strength ring +3
A_FIN_3003	pink pearl ring +3
A_FIN_3004	prayer ring +3
A_FIN_3005	care ring +3
A_FIN_3006	ring of riddance +3
A_FIN_3007	gold ring +3
A_FIN_3008	ring of immunity +3
A_FIN_3009	ring of truth +3
A_FIN_3010	full mon ring +3
A_FIN_3011	rouding ring +3
A_FIN_3012	ring of clarity +3
A_FIN_3013	sorcerer's ring +3
A_FIN_3014	agility ring +3
A_FIN_3015	skull ring +3
A_FIN_3016	life ring +3
A_FIN_3017	catholicon ring +3
A_FIN_3018	godess ring +3
A_FOO_3001	fishnet stockings +3
A_SHO_3001	springheel boots +3
A_SHO_3002	caligae of clarity +3
A_SHO_3003	angel's sandals +3
A_SHO_3004	archangel's boots +3
A_SHO_3005	general's boots +3
A_SHO_3006	field marshal's footwear +3
A_OTH_3001	gemma's charm +3
A_OTH_3002	bunny tail +3
A_OTH_3003	dragon scale +3
A_OTH_3004	garter +3
A_OTH_3005	tough guy tattoo +3
A_OTH_3006	utility belt +3
A_OTH_3007	rosary +3
A_OTH_3008	bling-bling belt +3
A_OTH_3009	titan belt +3
A_OTH_3010	sorcerer's stone +3
A_OTH_3011	holy talisman +3
A_OTH_3012	devil's tail +3
A_OTH_3013	ruby of protection +3
A_OTH_3014	earthwyrm's eye +3
A_OTH_3015	lucky dragon's wing +3
A_OTH_3016	sovereign seal +3
A_OTH_3017	venus'tear +3
A_OTH_3018	monarchic mark +3
A_OTH_3019	elfin charm +3
A_OTH_3020	null +3
A_OTH_3021	null +3
A_OTH_3022	natty cravat +3
A_OTH_3023	suave scarf +3
A_OTH_3024	gemma's eternal charm +3
A_OTH_3025	ogler's digest +3
A_OTH_3026	ring of changes +3
A_OTH_3027	healer +3
A_OTH_3028	supplicant +3
A_OTH_3029	assassin +3
A_OTH_3030	mystic +3
A_OTH_3031	vanguard +3
A_OTH_3032	shield-bearer +3
A_OTH_3033	warlock +3
A_OTH_3034	trickster +3
A_OTH_3035	traveller's hood +3
A_OTH_3036	bell's bow +3
I_USE_304	super seed of life
I_USE_303	super seed of magic
I_USE_302	super seed of strength
I_USE_301	super seed of defense
I_USE_999	benevolesence
I_USE_998	war drum
W_ROD_3998	godbird scepter +3
W_ROD_2998	godbird scepter +2
W_ROD_1998	godbird scepter +1
W_ROD_0998	godbird scepter
W_CLW_3998	golden claw +3
W_CLW_2998	golden claw +2
W_CLW_1998	golden claw +1
W_CLW_0998	golden claw
E_HAT_3999	black cat hat +3
E_HAT_2999	black cat hat +2
E_HAT_1999	black cat hat +1
E_HAT_0999	black cat hat
E_CLO_3995	black cat costume +3
E_CLO_2995	black cat costume +2
E_CLO_1995	black cat costume +1
E_CLO_0995	black cat costume
E_CLO_3996	divine dancer's costume +3
E_CLO_2996	divine dancer's costume +2
E_CLO_1996	divine dancer's costume +1
E_CLO_0996	divine dancer's costume
E_CLO_3997	uniform chic de l'academie +3
E_CLO_2997	uniform chic de l'academie +2
E_CLO_1997	uniform chic de l'academie +1
E_CLO_0997	uniform chic de l'academie
E_CLO_3998	crimson catsuit +3
E_CLO_2998	crimson catsuit +2
E_CLO_1998	crimson catsuit +1
E_CLO_0998	crimson catsuit
E_CLO_0304	hare-raising suit
E_ARM_3998	techtonic plate +3
E_ARM_2998	techtonic plate +2
E_ARM_1998	techtonic plate +1
E_ARM_0998	techtonic plate
E_SHI_3998	tempest shield +3
E_SHI_2998	tempest shield +2
E_SHI_1998	tempest shield +1
E_SHI_0998	tempest shield
A_SHO_3998	elevating shoes +3
A_SHO_2998	elevating shoes +2
A_SHO_1998	elevating shoes +1
A_SHO_0998	elevating shoes
A_NEC_3998	rainbow drop +3
A_NEC_2998	rainbow drop +2
A_NEC_1998	rainbow drop +1
A_NEC_0998	rainbow drop
